id,kind,zone,worldX,worldZ,lat,lon,areaKm2,sizeX,sizeZ
Z30-003,island,Z30,-8403.7,-296021.3,0.52300,73.07442,0.0439,181.4,328.4
Z29-053,island,Z29,43116.0,-295226.4,0.53004,73.53723,0.0114,104.6,226.7
Z29-052,island,Z29,4508.6,-294804.9,0.53367,73.19026,0.067,308.3,390.3
Z29-051,island,Z29,22002.3,-294104.1,0.54035,73.34765,0.0027,53.4,73.0
Z29-050,island,Z29,21851.9,-294063.6,0.54054,73.34631,0.0162,212.6,112.8
Z29-049,island,Z29,-2874.6,-294008.3,0.54112,73.12411,0.0127,145.8,110.6
Z30-002,island,Z30,-16942.4,-295014.1,0.53215,72.99712,1.7865,1436.0,2157.3
Z30-001,island,Z30,-6104.4,-294203.0,0.54029,73.09534,0.0666,189.2,535.2
Z29-048,island,Z29,42809.2,-293766.3,0.54244,73.53479,0.0732,188.2,964.2
Z29-047,island,Z29,10245.7,-292293.3,0.55685,73.24265,0.2103,628.9,529.7
Z29-046,island,Z29,41848.6,-291589.1,0.56267,73.52590,0.1938,565.5,707.7
Z29-045,island,Z29,41157.0,-290861.6,0.56962,73.52008,0.0336,260.5,186.9
Z29-044,island,Z29,4802.4,-290785.0,0.57026,73.19314,0.0007,35.6,33.2
Z29-043,island,Z29,41242.0,-290740.8,0.57071,73.52054,0.0003,33.4,23.2
Z29-042,island,Z29,4642.8,-290658.5,0.57134,73.19178,0.0455,239.3,262.1
Z29-041,island,Z29,40452.5,-289233.7,0.58416,73.51305,0.1014,688.0,786.2
Z29-040,island,Z29,-6280.6,-288967.8,0.58675,73.09352,0.0402,207.0,280.9
Z29-039,island,Z29,39027.7,-287962.1,0.59572,73.50060,0.0445,249.3,249.9
Z29-037,island,Z29,17753.9,-286997.2,0.60443,73.30949,0.0315,199.3,212.3
Z29-038,island,Z29,37493.0,-287078.1,0.60394,73.48674,0.1523,864.9,519.7
Z29-036,island,Z29,34668.4,-285239.4,0.62083,73.46197,0.2818,874.9,638.0
Z29-035,island,Z29,21655.2,-284165.3,0.63004,73.34481,0.011,211.5,189.1
Z29-034,island,Z29,33021.6,-283533.6,0.63646,73.44670,0.5192,1044.2,1258.4
Z29-033,island,Z29,32407.6,-281470.8,0.65434,73.44115,0.0041,66.8,103.9
Z29-032,island,Z29,32130.0,-280995.4,0.65912,73.43864,0.0874,301.7,608.2
Z29-031,island,Z29,24299.5,-279809.0,0.66952,73.36830,0.0016,50.1,54.2
Z29-030,island,Z29,32129.3,-279529.7,0.67177,73.43852,0.0345,112.4,497.6
Z29-029,island,Z29,5759.3,-278188.9,0.68415,73.20173,0.0019,83.5,29.9
Z29-027,island,Z29,13075.8,-277697.5,0.68862,73.26746,0.0006,41.2,23.2
Z29-028,island,Z29,13004.0,-277713.1,0.68853,73.26676,0.0049,103.5,85.1
Z29-026,island,Z29,32441.7,-277455.6,0.69046,73.44143,0.1701,215.9,1499.4
Z29-025,island,Z29,32381.0,-276690.3,0.69776,73.44091,0.0001,12.2,12.2
Z29-024,island,Z29,32316.5,-276062.3,0.70320,73.44032,0.0298,142.5,353.8
Z29-023,island,Z29,15138.3,-274935.7,0.71375,73.28555,0.0124,181.4,112.8
Z29-022,island,Z29,32191.1,-274939.4,0.71376,73.43955,0.4687,534.3,1372.2
Z29-021,island,Z29,15059.2,-273451.0,0.72698,73.28513,0.0155,134.7,158.1
Z29-020,island,Z29,31614.0,-272702.3,0.73396,73.43329,0.7055,934.0,2024.6
Z29-019,island,Z29,31752.9,-270179.1,0.75564,73.43571,1.0406,879.4,1862.1
Z29-018,island,Z29,31090.2,-268993.7,0.76783,73.42922,0.0253,193.7,308.5
Z29-017,island,Z29,8356.2,-265963.8,0.79468,73.22508,0.009,113.5,133.8
Z29-016,island,Z29,6370.5,-264054.1,0.81202,73.20725,0.0016,53.4,54.2
Z29-015,island,Z29,5855.8,-263238.0,0.81981,73.20222,0.0805,457.5,456.7
Z29-014,island,Z29,3965.2,-261366.1,0.83697,73.18430,0.3388,879.3,1096.9
Z29-013,island,Z29,3266.1,-260361.9,0.84544,73.17948,0.0149,269.4,108.4
Z29-012,island,Z29,6444.7,-260270.1,0.84626,73.20791,0.0002,33.4,13.3
Z29-010,island,Z29,6436.2,-260244.7,0.84652,73.20786,0.0002,23.4,23.2
Z29-011,island,Z29,28739.6,-260254.5,0.84633,73.40871,0.1477,449.7,871.3
Z29-009,island,Z29,10283.7,-259974.9,0.84882,73.24256,0.065,280.5,338.4
Z29-008,island,Z29,6599.1,-259428.7,0.85372,73.20937,0.0276,263.8,155.9
Z29-007,island,Z29,3279.7,-259022.3,0.85751,73.17947,0.0015,56.8,44.2
Z29-006,island,Z29,4472.7,-258041.9,0.86610,73.19044,0.0201,184.8,164.8
Z29-005,island,Z29,10549.5,-257401.8,0.87308,73.24447,0.0427,209.3,391.4
Z29-004,island,Z29,11724.2,-257178.6,0.87430,73.25549,0.0146,174.8,123.8
Z29-003,island,Z29,20731.7,-255970.3,0.88523,73.33648,0.029,309.4,179.1
Z29-002,island,Z29,22212.8,-254699.5,0.89662,73.34976,0.0031,145.8,39.8
Z29-001,island,Z29,22170.4,-254648.1,0.89710,73.34919,0.0001,12.2,12.2
Z28-081,island,Z28,22492.1,-156961.2,1.78056,73.35215,0.0001,13.4,22.1
Z28-080,island,Z28,22721.5,-156958.3,1.78061,73.35453,0.0139,319.3,140.4
Z28-078,island,Z28,26446.6,-156454.2,1.78511,73.38774,0.0073,122.4,107.3
Z28-077,island,Z28,25173.2,-156349.8,1.78612,73.37621,0.0031,83.4,53.1
Z28-079,island,Z28,24376.5,-156643.1,1.78264,73.36631,0.8248,1928.2,829.3
Z28-075,island,Z28,25107.7,-156189.2,1.78772,73.37569,0.0049,91.2,133.8
Z28-074,island,Z28,22496.1,-156143.2,1.78797,73.35208,0.0484,499.6,140.4
Z28-072,island,Z28,21164.1,-156015.3,1.78882,73.33925,0.0166,371.6,125.0
Z28-071,island,Z28,25490.6,-155936.9,1.78973,73.37910,0.0001,13.4,22.1
Z28-073,island,Z28,20236.8,-156046.5,1.78844,73.33184,0.0944,537.4,347.2
Z28-070,island,Z28,25501.5,-155907.7,1.79004,73.37919,0.0004,10.0,39.8
Z28-069,island,Z28,25512.1,-155863.5,1.79055,73.37929,0.0004,12.2,64.1
Z28-068,island,Z28,20485.5,-155726.2,1.79171,73.33419,0.0054,139.1,64.1
Z28-076,island,Z28,25701.6,-156327.7,1.78630,73.38289,0.5781,967.9,1429.7
Z28-067,island,Z28,26238.0,-155631.2,1.79262,73.38558,0.0451,268.2,345.0
Z28-065,island,Z28,16759.7,-155131.7,1.79698,73.30064,0.0026,71.2,57.5
Z28-064,island,Z28,16528.8,-154764.0,1.80044,73.29859,0.0002,23.4,23.2
Z28-066,island,Z28,26387.2,-155258.6,1.79680,73.38879,0.968,1860.3,969.8
Z28-063,island,Z28,16402.8,-154815.1,1.80068,73.29474,0.2537,1407.5,837.1
Z28-062,island,Z28,15692.3,-154208.8,1.80548,73.29104,0.0012,30.0,64.1
Z28-061,island,Z28,15113.5,-153669.8,1.81040,73.28592,0.0098,133.5,154.8
Z28-060,island,Z28,24014.9,-153134.9,1.81517,73.36587,0.0002,24.5,24.3
Z28-059,island,Z28,14358.7,-152921.0,1.81683,73.27897,0.0303,239.2,206.8
Z28-058,island,Z28,28297.6,-152873.0,1.81694,73.40503,0.1448,595.3,588.3
Z28-057,island,Z28,26682.1,-152836.0,1.81789,73.38915,0.2056,511.9,907.8
Z28-055,island,Z28,13838.6,-152424.1,1.82148,73.27409,0.0197,240.3,168.1
Z28-054,island,Z28,27159.5,-152297.7,1.82282,73.39424,0.05,283.7,288.6
Z28-053,island,Z28,14661.3,-152127.1,1.82430,73.28168,0.0115,228.1,165.9
Z28-056,island,Z28,33552.7,-152472.7,1.82133,73.45186,0.6267,1738.9,1115.7
Z28-052,island,Z28,14264.9,-151864.6,1.82665,73.27826,0.0089,152.4,126.1
Z28-051,island,Z28,13510.7,-151791.4,1.82729,73.27138,0.0155,179.1,160.3
Z28-050,island,Z28,13521.5,-151177.9,1.83288,73.27145,0.008,154.7,113.9
Z28-048,island,Z28,12065.9,-150171.8,1.84195,73.25846,0.0039,97.9,73.0
Z28-047,island,Z28,11872.4,-149906.2,1.84429,73.25681,0.0087,149.1,131.6
Z28-049,island,Z28,38745.4,-151340.5,1.83497,73.50321,1.5677,2754.4,3004.3
Z28-046,island,Z28,11731.1,-149383.3,1.84920,73.25554,0.0277,269.3,182.5
Z28-045,island,Z28,41422.8,-148156.3,1.86098,73.52184,1.0138,1054.5,1918.5
Z28-044,island,Z28,10257.6,-145314.7,1.88535,73.24339,0.3563,1023.6,802.8
Z28-042,island,Z28,11704.4,-142796.4,1.90831,73.25488,0.0433,114.6,795.0
Z28-041,island,Z28,11531.4,-141625.9,1.91921,73.25361,0.0107,105.7,194.6
Z28-043,island,Z28,43126.8,-143305.8,1.90499,73.53927,6.6389,3491.1,8345.2
Z28-039,island,Z28,43428.3,-138658.2,1.94606,73.54035,0.0001,11.1,12.2
Z28-040,island,Z28,43457.2,-138836.1,1.94440,73.54067,0.0235,110.1,395.9
Z28-038,island,Z28,12409.8,-138095.8,1.95117,73.26158,0.0002,23.4,23.2
Z28-037,island,Z28,43427.9,-138010.2,1.95185,73.54032,0.0099,77.9,226.7
Z28-036,island,Z28,43420.1,-137238.4,1.95881,73.54044,0.0414,333.8,248.8
Z28-035,island,Z28,43462.1,-136241.4,1.96831,73.54052,0.6219,777.8,1644.3
Z28-034,island,Z28,43111.1,-135044.1,1.97873,73.53753,0.0313,146.9,317.4
Z28-033,island,Z28,43089.5,-134120.7,1.98688,73.53772,0.1801,548.5,575.0
Z28-032,island,Z28,42931.8,-133628.6,1.99175,73.53578,0.0252,94.6,341.7
Z28-031,island,Z28,42836.4,-132794.9,1.99867,73.53499,0.0495,141.3,516.4
Z28-030,island,Z28,42762.5,-131456.7,2.01121,73.53448,0.1969,287.1,1221.9
Z28-029,island,Z28,23212.7,-130756.7,2.01765,73.35890,0.0431,371.6,174.7
Z28-027,island,Z28,42483.9,-129451.3,2.02928,73.53187,0.0022,59.0,74.1
Z28-026,island,Z28,42340.9,-129428.5,2.02955,73.53048,0.0048,74.5,117.2
Z28-028,island,Z28,42599.9,-129567.3,2.02796,73.53301,0.3205,608.6,1151.1
Z28-025,island,Z28,42452.4,-128919.2,2.03392,73.53097,0.0728,460.5,476.6
Z28-024,island,Z28,42546.5,-127920.2,2.04317,73.53244,0.0001,12.2,12.2
Z28-023,island,Z28,42561.4,-127615.5,2.04602,73.53252,0.0046,73.4,92.9
Z28-022,island,Z28,42426.2,-127310.2,2.04870,73.53136,0.0001,12.2,22.1
Z28-021,island,Z28,42537.3,-127238.6,2.04965,73.53240,0.0223,144.6,242.2
Z28-020,island,Z28,42732.0,-126700.9,2.05466,73.53436,0.0528,271.4,387.0
Z28-019,island,Z28,42951.1,-126448.9,2.05652,73.53609,0.0263,231.5,340.6
Z28-017,island,Z28,43023.3,-126245.6,2.05829,73.53663,0.0167,204.7,147.1
Z28-018,island,Z28,42686.5,-126266.3,2.05812,73.53380,0.0104,85.6,211.2
Z28-016,island,Z28,42857.9,-125968.5,2.06089,73.53528,0.0006,32.3,55.3
Z28-015,island,Z28,42990.0,-125960.4,2.06101,73.53642,0.0242,239.2,144.9
Z28-014,island,Z28,42894.6,-125892.3,2.06156,73.53558,0.0003,13.4,43.1
Z28-013,island,Z28,43018.2,-125516.5,2.06489,73.53669,0.0086,104.6,122.7
Z28-011,island,Z28,43189.3,-125074.2,2.06887,73.53823,0.0006,27.8,43.1
Z28-012,island,Z28,43285.9,-125118.0,2.06846,73.53911,0.0124,143.5,128.3
Z28-010,island,Z28,43224.7,-124515.2,2.07400,73.53855,0.0002,13.4,33.2
Z28-008,island,Z28,43355.5,-124235.5,2.07649,73.53972,0.0001,12.2,12.2
Z28-007,island,Z28,43214.2,-124180.5,2.07706,73.53846,0.0003,14.5,53.1
Z28-009,island,Z28,43442.5,-124416.4,2.07495,73.54050,0.1523,400.5,691.1
Z28-006,island,Z28,43331.4,-124032.0,2.07840,73.53948,0.0006,33.4,43.1
Z28-005,island,Z28,43578.0,-123775.2,2.08089,73.54215,0.1826,570.8,615.9
Z28-004,island,Z28,43564.4,-123132.3,2.08647,73.54161,0.0001,12.2,12.2
Z28-003,island,Z28,43873.0,-122489.6,2.09357,73.54536,0.4744,748.3,1967.1
Z28-002,island,Z28,43679.0,-119917.1,2.11533,73.54169,0.0583,519.5,195.7
Z28-001,island,Z28,46729.1,-119491.9,2.11893,73.56467,3.4095,3829.8,3024.3
Z27-061,island,Z27,-9668.8,-114520.7,2.16429,73.06306,0.0055,86.8,113.9
Z27-059,island,Z27,-12971.1,-114168.7,2.16749,73.03370,0.05,377.1,295.2
Z27-057,island,Z27,-10845.4,-114080.2,2.16858,73.05365,0.0428,559.5,211.2
Z27-060,island,Z27,-14009.5,-114153.5,2.16731,73.02375,0.3206,1093.5,703.3
Z27-056,island,Z27,-15317.1,-114050.2,2.16866,73.01267,0.0672,308.1,488.7
Z27-055,island,Z27,-14952.6,-113886.7,2.17016,73.01581,0.0359,281.4,195.7
Z27-058,island,Z27,-9247.6,-114006.9,2.16832,73.06517,0.3466,861.0,962.0
Z27-054,island,Z27,-7803.8,-113718.8,2.17181,73.08004,0.2701,683.0,889.0
Z27-053,island,Z27,-19403.5,-112006.6,2.18703,72.97558,0.0194,298.1,207.9
Z27-052,island,Z27,-6082.7,-112085.3,2.18710,73.09551,0.4085,843.2,733.1
Z27-051,island,Z27,-20147.8,-111344.4,2.19336,72.96842,0.0317,321.5,236.6
Z27-050,island,Z27,-4201.5,-111137.3,2.19550,73.11134,0.584,1511.7,1196.4
Z27-049,island,Z27,-2317.5,-110736.6,2.19844,73.12876,0.2289,585.1,619.2
Z27-048,island,Z27,-916.2,-109703.2,2.20787,73.14177,0.0001,12.2,12.2
Z27-047,island,Z27,-905.8,-109692.9,2.20801,73.14186,0.0001,12.2,12.2
Z27-045,island,Z27,-41.8,-109294.4,2.21149,73.14958,0.0231,280.3,192.4
Z27-046,island,Z27,-108.1,-109582.8,2.20914,73.15107,0.6415,1941.1,1459.6
Z27-044,island,Z27,7032.0,-104766.2,2.25279,73.21335,0.1235,561.7,421.3
Z27-043,island,Z27,7601.7,-104103.1,2.25857,73.21834,0.0035,91.2,113.9
Z27-042,island,Z27,8518.0,-103312.7,2.26586,73.22662,0.0066,94.5,97.3
Z27-041,island,Z27,-23958.8,-103181.3,2.26708,72.93416,0.0228,449.3,391.4
Z27-040,island,Z27,9273.1,-102818.7,2.27023,73.23343,0.0004,34.5,33.2
Z27-039,island,Z27,-24265.0,-102660.0,2.27102,72.93077,0.2165,666.3,533.0
Z27-038,island,Z27,11674.4,-101544.6,2.28167,73.25473,0.0175,159.1,181.3
Z27-037,island,Z27,-23115.6,-100381.9,2.29142,72.94193,0.2304,470.5,635.8
Z27-036,island,Z27,14079.9,-100090.7,2.29519,73.27678,0.0267,199.1,223.4
Z27-035,island,Z27,15017.4,-99455.9,2.30056,73.28501,0.0051,89.0,94.0
Z27-034,island,Z27,15746.4,-98897.1,2.30565,73.29171,0.0126,195.8,163.7
Z27-032,island,Z27,16492.0,-98249.0,2.31145,73.29826,0.0013,54.5,48.7
Z27-033,island,Z27,16511.0,-98320.1,2.31079,73.29847,0.0667,497.2,430.1
Z27-031,island,Z27,-22880.1,-97800.7,2.31515,72.94388,0.1244,396.0,530.8
Z27-028,island,Z27,-20895.8,-96586.6,2.32648,72.96207,0.0086,121.2,112.8
Z27-029,island,Z27,18772.2,-96783.8,2.32492,73.31966,0.3128,975.5,561.7
Z27-030,island,Z27,-25906.0,-97362.9,2.32126,72.91705,0.7175,595.0,1642.1
Z27-027,island,Z27,20859.8,-95088.3,2.33997,73.33782,0.2594,681.8,907.8
Z27-026,island,Z27,21282.1,-94764.4,2.34370,73.34097,0.0327,178.0,324.0
Z27-025,island,Z27,21487.3,-94466.0,2.34670,73.34290,0.0432,248.1,339.5
Z27-024,island,Z27,22779.8,-93342.4,2.35677,73.35432,0.207,531.6,917.8
Z27-023,island,Z27,23511.8,-92766.0,2.36184,73.36202,0.05,368.1,461.1
Z27-022,island,Z27,23720.4,-92357.1,2.36487,73.36302,0.0153,260.3,151.5
Z27-021,island,Z27,23473.1,-90730.2,2.37950,73.36105,0.0001,12.2,12.2
Z27-020,island,Z27,23462.7,-90657.2,2.38018,73.36095,0.0001,13.3,23.2
Z27-019,island,Z27,23472.7,-90577.6,2.38090,73.36104,0.0001,13.3,23.2
Z27-018,island,Z27,23472.7,-90517.9,2.38144,73.36104,0.0001,13.3,23.2
Z27-017,island,Z27,23495.1,-88833.9,2.40206,73.36132,0.5623,730.0,4529.2
Z27-016,island,Z27,22670.7,-84774.0,2.43337,73.35380,0.011,164.7,356.1
Z27-015,island,Z27,22176.6,-83761.0,2.44253,73.34938,0.0073,145.7,173.6
Z27-012,island,Z27,11502.3,-76690.0,2.50645,73.25343,0.0006,30.0,19.9
Z27-013,island,Z27,11700.6,-76751.7,2.50567,73.25615,0.0586,453.8,211.2
Z27-014,island,Z27,17538.6,-76919.0,2.50307,73.30895,0.555,807.5,1084.8
Z27-011,island,Z27,9186.1,-75807.0,2.51460,73.23255,0.0172,122.3,235.5
Z27-010,island,Z27,8520.5,-75158.8,2.52060,73.22661,0.0132,173.5,111.7
Z27-009,island,Z27,-18051.2,-73978.6,2.53122,72.98766,0.0099,151.2,91.8
Z27-008,island,Z27,3301.5,-73158.4,2.53848,73.17963,0.0205,183.5,153.7
Z27-007,island,Z27,2890.5,-73066.6,2.53930,73.17608,0.0151,149.0,157.0
Z27-006,island,Z27,494.6,-72193.0,2.54706,73.15448,0.0427,198.0,330.6
Z27-005,island,Z27,-5557.6,-71025.8,2.55756,73.09986,0.0124,198.0,76.3
Z27-004,island,Z27,-4805.9,-70935.9,2.55870,73.10600,0.3181,1392.3,311.8
Z27-001,island,Z27,-8388.1,-70467.1,2.56275,73.07457,0.0001,12.2,12.2
Z27-002,island,Z27,-8318.0,-70467.1,2.56275,73.07520,0.0001,12.2,12.2
Z27-003,island,Z27,-7809.6,-70480.1,2.56257,73.07901,0.0281,729.5,96.2
Z26-054,island,Z26,-28970.4,-58723.9,2.67022,72.89071,1.4743,2418.6,1260.6
Z26-053,island,Z26,-24670.8,-57710.2,2.67684,72.92776,0.1096,375.8,586.1
Z26-052,island,Z26,-24474.7,-57577.5,2.67933,72.93002,0.0033,130.1,87.4
Z26-051,island,Z26,-23893.9,-57205.7,2.68229,72.93460,0.0579,672.8,515.3
Z26-050,island,Z26,-32406.1,-56554.4,2.68800,72.85955,0.0824,723.8,472.2
Z26-049,island,Z26,-20681.2,-55742.5,2.69566,72.96455,0.2123,953.0,456.7
Z26-048,island,Z26,-33178.8,-55733.6,2.69664,72.85104,0.0213,241.2,312.9
Z26-047,island,Z26,-29709.5,-54805.6,2.70436,72.88278,0.0051,117.9,109.5
Z26-046,island,Z26,-18605.6,-54663.0,2.70564,72.98267,0.0012,38.9,55.3
Z26-045,island,Z26,-18096.9,-54061.7,2.71153,72.98740,0.0356,374.8,351.6
Z26-044,island,Z26,-16336.6,-52479.4,2.72573,73.00333,0.0907,362.5,450.0
Z26-043,island,Z26,-29113.8,-51927.4,2.73037,72.88818,0.0098,117.9,123.8
Z26-042,island,Z26,-15096.3,-51428.5,2.73495,73.01427,0.0002,23.4,23.2
Z26-041,island,Z26,-15069.6,-51395.4,2.73518,73.01448,0.0001,12.2,12.2
Z26-040,island,Z26,-15055.1,-51211.7,2.73807,73.01638,0.2429,1187.7,1593.4
Z26-039,island,Z26,-14420.1,-50014.4,2.74795,73.02033,0.0684,224.6,565.0
Z26-038,island,Z26,-29173.3,-49747.7,2.75012,72.88770,0.023,179.0,193.5
Z26-037,island,Z26,-14172.7,-49219.0,2.75502,73.02251,0.0246,167.9,182.5
Z26-036,island,Z26,-14092.8,-49019.9,2.75658,73.02321,0.001,42.3,43.1
Z25-042,island,Z25,30162.5,-48088.3,2.76570,73.42153,0.0643,265.7,461.1
Z26-035,island,Z26,-13988.5,-47874.2,2.76678,73.02414,0.0323,147.9,261.0
Z25-041,island,Z25,30068.4,-47407.0,2.77120,73.42040,0.002,52.3,63.0
Z26-034,island,Z26,-13873.5,-46668.4,2.77790,73.02518,0.0083,112.3,120.5
Z26-031,island,Z26,-13726.8,-46266.9,2.78172,73.02651,0.0018,72.3,44.2
Z26-032,island,Z26,-13613.3,-46265.2,2.78161,73.02755,0.0046,154.6,52.0
Z25-039,island,Z25,24694.2,-46415.1,2.78036,73.37344,0.0816,445.9,504.2
Z26-033,island,Z26,-13841.1,-46310.0,2.78131,73.02497,0.0442,166.8,451.2
Z25-038,island,Z25,30834.3,-46066.2,2.78338,73.42731,0.0028,82.3,63.0
Z25-040,island,Z25,30535.9,-46813.2,2.77724,73.42494,0.5808,855.9,1514.9
Z25-037,island,Z25,30597.2,-45891.6,2.78500,73.42519,0.0001,12.2,12.2
Z25-035,island,Z25,30607.2,-45842.6,2.78544,73.42528,0.0001,12.2,12.2
Z25-036,island,Z25,30844.6,-45873.8,2.78523,73.42743,0.0028,56.7,73.0
Z26-030,island,Z26,-13792.3,-45642.7,2.78733,73.02587,0.0477,203.5,336.2
Z26-029,island,Z26,-13786.2,-45261.7,2.79056,73.02617,0.006,147.9,63.0
Z25-034,island,Z25,30832.6,-45511.7,2.78790,73.42732,0.1566,355.7,745.3
Z25-032,island,Z25,30826.8,-44909.6,2.79383,73.42723,0.0008,34.5,54.2
Z25-033,island,Z25,30947.5,-44955.7,2.79357,73.42830,0.0294,231.3,207.9
Z26-028,island,Z26,-13779.5,-44931.6,2.79396,73.02601,0.033,234.6,212.3
Z26-027,island,Z26,-13833.4,-44494.0,2.79787,73.02556,0.0341,172.4,307.4
Z25-031,island,Z25,31379.0,-44441.5,2.79811,73.43251,0.0721,287.9,486.5
Z26-026,island,Z26,-13778.1,-44120.9,2.80133,73.02592,0.018,187.9,149.3
Z26-025,island,Z26,-13715.9,-43847.2,2.80365,73.02645,0.0116,183.5,97.3
Z25-030,island,Z25,31516.8,-43857.6,2.80416,73.43414,0.0764,313.5,567.3
Z25-029,island,Z25,32651.7,-42262.3,2.81862,73.44385,0.0354,311.2,557.3
Z25-028,island,Z25,33620.3,-41387.7,2.82516,73.45193,0.0178,329.0,358.3
Z25-027,island,Z25,42810.0,-38426.6,2.85247,73.53498,0.0106,103.4,158.1
Z25-026,island,Z25,43194.8,-38277.5,2.85407,73.53866,0.0531,408.1,186.9
Z26-024,island,Z26,-13877.6,-38026.5,2.85621,73.02537,0.0215,243.5,220.0
Z26-023,island,Z26,-33722.1,-37777.3,2.85846,72.84683,0.1964,907.3,385.9
Z25-025,island,Z25,44942.6,-37587.0,2.86005,73.55423,0.001,58.9,33.2
Z25-024,island,Z25,44947.5,-37536.7,2.86052,73.55428,0.0012,48.9,37.6
Z26-022,island,Z26,-23975.0,-35595.5,2.87796,72.93451,0.0017,85.6,47.5
Z26-021,island,Z26,-24200.3,-35417.5,2.87957,72.93265,0.0116,263.5,171.4
Z26-020,island,Z26,-13813.8,-35178.1,2.88182,73.02577,0.003,66.7,68.6
Z26-019,island,Z26,-34709.1,-34865.1,2.88398,72.83754,0.1855,355.9,670.1
Z25-023,island,Z25,47333.7,-34729.0,2.88649,73.57598,0.0698,176.6,813.8
Z26-018,island,Z26,-27130.3,-33722.7,2.89524,72.90590,0.0122,260.1,202.4
Z25-022,island,Z25,47511.9,-33655.0,2.89559,73.57747,0.1195,216.8,865.8
Z25-021,island,Z25,25496.6,-33318.8,2.89814,73.37931,0.101,339.1,465.5
Z26-017,island,Z26,-31603.2,-31946.4,2.91115,72.86615,0.0747,445.8,272.0
Z25-020,island,Z25,47861.8,-31509.2,2.91505,73.58050,0.0003,10.0,29.9
Z26-016,island,Z26,-29635.2,-31209.0,2.91727,72.88428,0.0499,401.3,246.6
Z26-015,island,Z26,-13621.5,-30535.1,2.92388,73.02731,0.0036,115.6,53.1
Z25-019,island,Z25,47927.2,-31085.0,2.91870,73.58099,0.3971,774.4,1559.1
Z26-014,island,Z26,-28267.7,-30539.8,2.92451,72.89560,0.1549,610.3,385.9
Z25-018,island,Z25,48454.1,-30298.7,2.92585,73.58580,0.0103,113.4,133.8
Z26-013,island,Z26,-21109.4,-29701.5,2.93137,72.96013,0.0001,12.2,12.2
Z26-011,island,Z26,-21019.3,-29353.1,2.93457,72.96094,0.0001,12.2,11.1
Z26-012,island,Z26,-21031.5,-29532.1,2.93305,72.96092,0.0159,131.2,351.6
Z26-010,island,Z26,-21011.3,-29297.4,2.93504,72.96101,0.0007,34.5,44.2
Z26-009,island,Z26,-17742.1,-29069.9,2.93648,72.99050,0.2231,598.1,536.3
Z26-008,island,Z26,-26139.2,-27897.9,2.94768,72.91479,0.0481,327.9,183.6
Z25-016,island,Z25,46688.3,-27620.5,2.95019,73.56997,0.0009,37.8,43.1
Z25-015,island,Z25,46647.6,-27588.3,2.95045,73.56962,0.0002,23.4,22.1
Z25-017,island,Z25,48232.9,-27994.3,2.94641,73.58515,0.6295,1095.2,1240.7
Z26-007,island,Z26,-18280.9,-26876.9,2.95671,72.98553,0.0375,287.9,186.9
Z25-014,island,Z25,50104.2,-26843.0,2.95646,73.60022,0.3864,667.7,1377.8
Z26-006,island,Z26,-22609.5,-26259.3,2.96275,72.94690,0.0256,167.9,202.4
Z26-005,island,Z26,-22590.9,-26140.5,2.96352,72.94715,0.0031,181.2,66.3
Z26-004,island,Z26,-17675.7,-25335.6,2.97050,72.99086,0.0577,316.9,331.7
Z26-003,island,Z26,-14916.6,-24348.9,2.97968,73.01593,0.049,303.5,336.2
Z26-002,island,Z26,-15960.0,-22364.3,2.99850,73.00695,0.1291,469.2,478.8
Z26-001,island,Z26,-16623.7,-21780.5,3.00321,73.00056,0.0428,239.1,362.7
Z25-013,island,Z25,52101.6,-19242.9,3.02607,73.61867,0.0015,35.6,74.1
Z24-012,island,Z24,-29554.5,-15794.3,3.05719,72.88413,0.0001,12.2,11.1
Z24-013,island,Z24,-29082.9,-15867.3,3.05612,72.88936,0.5367,1037.1,832.6
Z24-011,island,Z24,-25011.3,-15191.9,3.06293,72.92660,0.342,1209.5,432.4
Z25-012,island,Z25,54705.9,-14397.9,3.06987,73.64212,0.0019,67.8,66.3
Z25-011,island,Z25,54702.8,-14335.3,3.07034,73.64211,0.0006,33.3,33.2
Z24-010,island,Z24,-20749.4,-13464.2,3.07877,72.96446,0.194,836.0,523.0
Z25-010,island,Z25,54314.6,-13175.8,3.08118,73.63864,0.1372,291.1,653.5
Z25-009,island,Z25,54352.2,-12212.5,3.08921,73.63952,0.2351,494.8,853.6
Z25-008,island,Z25,47012.4,-10525.5,3.10486,73.57310,0.0747,287.8,499.8
Z25-007,island,Z25,46025.6,-9815.1,3.11126,73.56407,0.0001,12.2,12.2
Z25-006,island,Z25,46173.5,-9736.4,3.11203,73.56562,0.1039,391.3,419.1
Z24-009,island,Z24,-18495.4,-8999.1,3.11857,72.98400,0.2918,689.1,717.6
Z24-008,island,Z24,-14651.1,-7291.1,3.13406,73.01819,0.0005,25.6,33.2
Z25-005,island,Z25,31676.4,-2704.3,3.17562,73.43497,0.001,64.5,34.3
Z25-003,island,Z25,32743.4,-2637.0,3.17615,73.44460,0.0011,91.1,24.3
Z25-004,island,Z25,32507.6,-2636.5,3.17614,73.44257,0.0158,279.0,86.2
Z25-002,island,Z25,33619.8,-2575.9,3.17679,73.45321,0.0251,669.1,91.8
Z25-001,island,Z25,34109.7,-2539.6,3.17707,73.45692,0.001,93.4,23.2
Z24-007,island,Z24,-12511.7,1447.0,3.21312,73.03691,0.1615,648.0,383.7
